"Longitude","Latitude","Date","Survey_Type"
-77.02949,0.91196,2019-05-30,"transect"
-77.00845,0.94954,2019-11-01,"transect"
-77.01469,0.90759,2018-04-29,"transect"
-77.03058,0.90444,2011-02-14,"transect"
-77.0323,0.90468,2012-11-10,"transect"
-77.04149,0.9162,2017-07-17,"transect"
-77.03806,0.92541,2018-08-12,"transect"
-77.04367,0.93184,2018-04-18,"transect"
-77.0044,0.95208,2019-11-23,"transect"
-77.01796,0.95002,2016-03-25,"transect"
-77.02404,0.93451,2012-01-02,"transect"
-77.01765,0.94748,2016-05-15,"transect"
-77.01235,0.94687,2012-01-30,"transect"
-77.02669,0.92299,2015-11-09,"transect"
-77.02825,0.94942,2018-08-21,"transect"
-77.01796,0.94687,2013-03-03,"transect"
-77.01702,0.95002,2019-02-19,"transect"
-77.01967,0.93584,2011-03-23,"transect"
-77.03105,0.91644,2015-06-26,"transect"
-77.04804,0.91547,2013-01-07,"transect"
-77.0136,0.94723,2019-03-05,"transect"
-77.02715,0.91111,2013-10-27,"transect"
-77.01999,0.95693,2013-03-15,"transect"
-77.0524,0.92445,2016-06-05,"transect"
-77.04757,0.9236,2014-01-25,"transect"
-77.01079,0.93305,2011-09-29,"transect"
-77.03682,0.94178,2017-11-10,"transect"
-77.02497,0.93572,2012-10-16,"transect"
-77.04492,0.92432,2010-10-18,"transect"
-77.0164,0.93705,2018-04-03,"transect"
-77.01827,0.93172,2011-07-10,"transect"
-77.01095,0.92493,2015-01-25,"transect"
-77.01874,0.94869,2014-05-31,"transect"
-77.02684,0.95317,2019-10-10,"transect"
-77.02528,0.93717,2015-06-02,"transect"
-77.04087,0.93487,2012-12-05,"transect"
-77.02108,0.93099,2017-06-25,"transect"
-77.04991,0.9179,2013-05-07,"transect"
-77.06502,0.90795,2016-11-22,"transect"
-77.01625,0.91887,2017-07-27,"transect"
-77.05131,0.9202,2018-08-15,"transect"
-77.039,0.91863,2014-06-29,"transect"
-77.02669,0.92748,2010-01-21,"transect"
-77.05801,0.91365,2015-02-07,"transect"
-77.02684,0.94748,2017-12-05,"transect"
-77.02419,0.95172,2017-08-03,"transect"
-77.04663,0.92432,2012-07-02,"transect"
-77.02622,0.90529,2016-04-27,"transect"
-77.00877,0.93051,2015-01-26,"transect"
-77.00284,0.95233,2011-03-11,"transect"
-77.0256,0.9413,2019-10-12,"transect"
-77.04289,0.93208,2019-10-24,"transect"
-77.04554,0.92578,2010-03-18,"transect"
-77.03339,0.9339,2014-04-19,"transect"
-77.02373,0.93863,2010-08-24,"transect"
-77.0217,0.9362,2011-12-09,"transect"
-77.03276,0.92396,2017-03-10,"transect"
-77.03822,0.91572,2019-06-01,"transect"
-77.01656,0.92493,2010-03-03,"transect"
-77.03697,0.91038,2012-05-08,"transect"
-77.06315,0.90989,2010-06-25,"transect"
-77.03448,0.93366,2012-08-08,"transect"
-77.03682,0.93293,2014-07-11,"transect"
-77.02435,0.95063,2014-04-23,"transect"
-77.00908,0.93548,2010-11-21,"transect"
-77.02497,0.95548,2015-01-15,"transect"
-77.03869,0.93984,2011-04-22,"transect"
-77.02669,0.92408,2019-09-11,"transect"
-77.0231,0.90419,2013-05-16,"transect"
-77.03089,0.91414,2014-01-27,"transect"
-77.03541,0.94324,2016-11-25,"transect"
-77.00144,0.95245,2015-10-22,"transect"
-77.01874,0.9459,2019-10-17,"transect"
-77.02669,0.90953,2012-09-20,"transect"
-77.04554,0.92044,2011-06-08,"transect"
-77.03432,0.93645,2018-10-03,"transect"
-77.00128,0.95305,2019-03-10,"transect"
-77.0404,0.92481,2012-11-21,"transect"
-77.0256,0.90868,2014-06-30,"transect"
-77.01001,0.92481,2017-11-06,"transect"
-77.05427,0.91608,2013-09-30,"transect"
-77.00923,0.94542,2012-01-22,"transect"
-77.05583,0.91208,2013-03-31,"transect"
-77.02669,0.93269,2012-10-15,"transect"
-77.04804,0.9299,2014-07-06,"transect"
-77.01251,0.94336,2011-07-05,"transect"
-77.01593,0.94251,2015-09-28,"transect"
-77.03012,0.91644,2012-06-04,"transect"
-77.00923,0.95305,2019-02-22,"transect"
-77.04243,0.9362,2019-04-15,"transect"
-77.01625,0.91863,2012-11-09,"transect"
-77.05427,0.92008,2010-06-03,"transect"
-77.03635,0.9276,2012-02-20,"transect"
-77.03432,0.94057,2011-02-18,"transect"
-77.03261,0.92857,2016-10-14,"transect"
-77.04788,0.92735,2016-06-14,"transect"
-77.01328,0.93281,2010-02-13,"transect"
-77.02622,0.9048,2018-02-12,"transect"
-77.01656,0.94287,2010-12-15,"transect"
-77.03526,0.9276,2012-08-11,"transect"
-77.01874,0.93693,2016-09-16,"transect"
-77.0457,0.92214,2018-05-08,"transect"
-77.02575,0.91523,2016-08-23,"transect"
-77.0231,0.91596,2011-10-08,"transect"
-77.06409,0.91026,2011-11-29,"transect"
-77.0443,0.92929,2018-04-11,"transect"
-77.04414,0.93366,2018-06-24,"transect"
-77.04523,0.92529,2013-04-22,"transect"
-77.01438,0.94663,2012-08-28,"transect"
-77.03682,0.90977,2019-11-20,"transect"
-77.04352,0.92263,2012-06-27,"transect"
-77.0178,0.93136,2015-10-05,"transect"
-77.01328,0.90674,2011-01-12,"transect"
-77.0376,0.9276,2011-09-23,"transect"
-77.03401,0.91826,2012-08-10,"transect"
-77.01453,0.94808,2014-03-16,"transect"
-77.01515,0.90759,2015-12-02,"transect"
-77.03261,0.93305,2018-10-05,"transect"
-77.06035,0.91365,2018-09-07,"transect"
-77.01921,0.91729,2011-07-15,"transect"
-77.01718,0.94614,2014-02-15,"transect"
-77.01656,0.93087,2016-10-13,"transect"
-77.01702,0.95742,2014-07-29,"transect"
-77.01734,0.95281,2011-11-30,"transect"
-77.01625,0.94905,2011-06-12,"transect"
-77.03588,0.91086,2013-04-27,"transect"
-77.01266,0.9219,2015-01-31,"transect"
-77.01889,0.94142,2013-08-01,"transect"
-77.02451,0.94627,2015-12-27,"transect"
-77.01905,0.94699,2010-07-16,"transect"
-77.01858,0.93827,2014-03-14,"transect"
-77.03744,0.91863,2013-02-02,"transect"
-77.01126,0.92408,2010-11-20,"transect"
-77.02513,0.9373,2014-08-17,"transect"
-77.02856,0.93717,2019-07-11,"transect"
-77.06206,0.90989,2013-02-10,"transect"
-77.00689,0.95014,2013-10-03,"transect"
-77.02513,0.90504,2018-05-27,"transect"
-77.03105,0.90444,2011-07-09,"transect"
-77.00144,0.95184,2017-07-04,"transect"
-77.03323,0.93475,2016-09-17,"transect"
-77.00767,0.95293,2013-11-07,"transect"
-77.02591,0.95439,2012-02-21,"transect"
-77.04212,0.93669,2012-05-15,"transect"
-77.02326,0.95657,2017-04-22,"transect"
-77.05287,0.91996,2019-01-23,"transect"
-77.027,0.93269,2014-10-06,"transect"
-77.01656,0.93584,2012-09-23,"transect"
-77.00596,0.9522,2010-12-11,"transect"
-77.04586,0.92493,2016-07-24,"transect"
-77.02996,0.94917,2018-07-24,"transect"
-77.0178,0.91814,2018-05-16,"transect"
-77.01562,0.91935,2015-11-18,"transect"
-77.00051,0.95293,2015-06-29,"transect"
-77.01391,0.94008,2013-09-02,"transect"
-77.04539,0.92396,2013-05-23,"transect"
-77.06347,0.91086,2010-04-12,"transect"
-77.02575,0.95463,2013-12-12,"transect"
-77.01765,0.94954,2019-11-03,"transect"
-77.01671,0.95523,2015-07-01,"transect"
-77.00861,0.94675,2010-10-22,"transect"
-77.01032,0.9459,2013-06-20,"transect"
-77.00128,0.95293,2012-03-09,"transect"
-77.02887,0.91814,2014-05-13,"transect"
-77.05022,0.92178,2016-11-13,"transect"
-77.03058,0.9242,2014-01-02,"transect"
-77.00658,0.95196,2019-07-13,"transect"
-77.05458,0.91935,2013-11-13,"transect"
-77.04508,0.91741,2018-03-20,"transect"
-77.03105,0.91353,2015-10-26,"transect"
-77.04009,0.91511,2016-02-05,"transect"
-77.01874,0.93754,2013-03-01,"transect"
-77.01235,0.9453,2014-06-07,"transect"
-77.03993,0.91487,2010-04-05,"transect"
-77.01936,0.95729,2018-09-20,"transect"
-77.02139,0.9219,2016-11-14,"transect"
-77.01188,0.9259,2014-11-08,"transect"
-77.04414,0.92663,2016-06-18,"transect"
-77.01328,0.94978,2017-02-22,"transect"
-77.01578,0.94178,2018-06-20,"transect"
-77.00425,0.95087,2012-02-17,"transect"
-77.02326,0.94445,2014-09-16,"transect"
-77.03947,0.92723,2019-07-16,"transect"
-77.00689,0.95245,2011-05-14,"transect"
-77.01266,0.94808,2013-11-09,"transect"
-77.02793,0.92044,2012-05-07,"transect"
-77.01921,0.95729,2016-06-12,"transect"
-77.03651,0.92651,2018-01-26,"transect"
-77.03697,0.92614,2016-01-17,"transect"
-77.00877,0.93075,2018-02-06,"transect"
-77.02045,0.90674,2014-03-10,"transect"
-77.01905,0.94178,2014-12-15,"transect"
-77.00892,0.92675,2011-01-03,"transect"
-77.06674,0.90735,2020-02-28,"transect"
-77.05225,0.9196,2017-07-31,"transect"
-77.03183,0.91426,2017-04-14,"transect"
-77.02762,0.9299,2012-10-21,"transect"
-77.00877,0.94602,2015-02-05,"transect"
-77.0284,0.93233,2017-04-02,"transect"
-77.02622,0.9242,2017-01-19,"transect"
-77.02217,0.95099,2010-07-24,"transect"
-77.01656,0.95729,2012-11-11,"transect"
-77.01032,0.94517,2019-05-07,"transect"
-77.05879,0.91256,2017-03-02,"transect"
-77.02606,0.93584,2014-11-21,"transect"
-77.03666,0.91208,2019-06-08,"transect"
-77.04305,0.93536,2019-09-21,"transect"
-77.01391,0.95632,2011-12-11,"transect"
-77.03339,0.92808,2015-02-10,"transect"
-77.03448,0.90553,2018-04-15,"transect"
-77.01749,0.92881,2012-06-30,"transect"
-77.00596,0.9516,2011-05-29,"transect"
-77.02918,0.91171,2010-08-29,"transect"
-77.01749,0.94578,2014-12-24,"transect"
-77.03401,0.90456,2014-03-04,"transect"
-77.06238,0.91159,2015-12-14,"transect"
-77.05225,0.91693,2017-10-16,"transect"
-77.0591,0.91365,2015-03-17,"transect"
-77.04274,0.92505,2016-11-29,"transect"
-77.03869,0.90395,2015-03-27,"transect"
-77.01625,0.94857,2020-01-22,"transect"
-77.01484,0.93426,2012-02-08,"transect"
-77.04975,0.92626,2019-04-26,"transect"
-77.00004,0.95257,2010-06-06,"transect"
-77.02404,0.90614,2018-09-23,"transect"
-77.01999,0.94687,2017-10-28,"transect"
-77.06082,0.91317,2019-10-29,"transect"
-77.02123,0.94917,2020-01-02,"transect"
-77.01126,0.94311,2011-05-10,"transect"
-77.0256,0.90516,2019-03-03,"transect"
-77.0217,0.93075,2018-07-29,"transect"
-77.01079,0.92408,2019-02-01,"transect"
-77.01796,0.94651,2012-10-23,"transect"
-77.02528,0.94772,2011-01-11,"transect"
-77.02715,0.92069,2014-05-11,"transect"
-77.00752,0.93499,2016-07-21,"transect"
-77.02076,0.93911,2014-08-11,"transect"
-77.02856,0.90407,2015-08-03,"transect"
-77.0256,0.95487,2019-05-13,"transect"
-77.03604,0.9379,2011-11-28,"transect"
-77.02606,0.90892,2015-10-29,"transect"
-77.01749,0.93233,2012-02-06,"transect"
-77.02934,0.95039,2011-10-12,"transect"
-77.06175,0.91196,2014-01-31,"transect"
-77.04819,0.92966,2011-06-26,"transect"
-77.02123,0.94481,2019-02-11,"transect"
-77.03884,0.9276,2011-02-06,"transect"
-77.05708,0.9145,2013-03-30,"transect"
-77.04508,0.91584,2019-08-06,"transect"
-77.02108,0.94481,2011-08-11,"transect"
-77.03541,0.93972,2019-11-14,"transect"
-77.04071,0.91572,2018-05-14,"transect"
-77.02123,0.94178,2014-07-13,"transect"
-77.03089,0.94736,2019-01-05,"transect"
-77.03993,0.92578,2019-07-01,"transect"
-77.02326,0.91596,2018-02-14,"transect"
-77.03261,0.94517,2019-07-26,"transect"
-77.03822,0.93996,2018-04-23,"transect"
-77.03448,0.94336,2011-08-03,"transect"
-77.02264,0.9162,2017-01-11,"transect"
-77.0164,0.94481,2012-09-13,"transect"
-77.02638,0.91062,2019-08-25,"transect"
-77.03495,0.92299,2015-08-13,"transect"
-77.02996,0.91717,2019-02-28,"transect"
-77.04492,0.93269,2010-06-20,"transect"
-77.0136,0.94711,2013-10-29,"transect"
-77.02201,0.95414,2017-07-13,"transect"
-77.05396,0.92069,2019-08-29,"transect"
-77.01064,0.92541,2013-03-16,"transect"
-77.01547,0.95014,2012-10-20,"transect"
-77.01656,0.94457,2014-04-18,"transect"
-77.01064,0.92857,2018-01-31,"transect"
-77.01702,0.95087,2018-01-08,"transect"
-77.02154,0.91669,2011-03-29,"transect"
-77.0164,0.93111,2018-12-30,"transect"
-77.01469,0.95002,2011-12-27,"transect"
-77.03635,0.90383,2012-09-11,"transect"
-77.01531,0.94784,2019-02-07,"transect"
-77.02326,0.95669,2015-09-26,"transect"
-77.0323,0.92129,2010-10-17,"transect"
-77.00736,0.93657,2014-05-02,"transect"
-77.01095,0.95451,2011-04-01,"transect"
-77.03557,0.91766,2010-08-20,"transect"
-77.05334,0.91753,2017-03-05,"transect"
-77.04476,0.9236,2013-07-04,"transect"
-77.02747,0.94833,2014-05-30,"transect"
-77.02186,0.92481,2017-08-18,"transect"
-77.04149,0.9373,2016-10-30,"transect"
-77.0217,0.93645,2015-03-30,"transect"
-77.00877,0.95075,2013-08-20,"transect"
-77.04243,0.91584,2011-08-07,"transect"
-77.04866,0.91899,2012-09-08,"transect"
-77.03541,0.9276,2020-04-05,"transect"
-77.01313,0.9482,2011-03-19,"transect"
-77.05147,0.92093,2013-07-29,"transect"
-77.00923,0.95099,2018-08-11,"transect"
-77.06456,0.91074,2015-02-02,"transect"
-77.0217,0.92481,2018-12-22,"transect"
-77.03401,0.92566,2012-01-03,"transect"
-77.02856,0.94942,2018-01-23,"transect"
-77.0298,0.90456,2018-05-07,"transect"
-77.01531,0.94614,2012-04-20,"transect"
-77.03386,0.93584,2010-08-01,"transect"
-77.05895,0.91487,2010-03-09,"transect"
-77.05832,0.91414,2010-12-20,"transect"
-77.04866,0.91863,2016-01-31,"transect"
-77.03199,0.93851,2012-04-15,"transect"
-77.06565,0.90977,2018-11-12,"transect"
-77.0256,0.91511,2018-07-23,"transect"
-77.02139,0.93087,2019-07-20,"transect"
-77.03105,0.92505,2011-02-08,"transect"
-77.04056,0.93523,2018-04-01,"transect"
-77.01671,0.91887,2018-06-02,"transect"
-77.0284,0.94202,2018-10-24,"transect"
-77.01843,0.93693,2011-01-02,"transect"
-77.00736,0.93633,2013-08-27,"transect"
-77.02217,0.93608,2016-09-18,"transect"
-77.02092,0.95729,2010-02-23,"transect"
-77.0538,0.92032,2012-11-05,"transect"
-77.01702,0.90626,2013-06-30,"transect"
-77.03152,0.90322,2012-06-09,"transect"
-77.02123,0.92723,2014-09-29,"transect"
-77.03183,0.93863,2011-10-26,"transect"
-77.04975,0.91826,2010-02-16,"transect"
-77.01547,0.95063,2019-12-06,"transect"
-77.00783,0.94869,2012-05-25,"transect"
-77.05069,0.9139,2010-12-10,"transect"
-77.0217,0.92602,2016-01-20,"transect"
-77.02139,0.94505,2018-10-14,"transect"
-77.01547,0.90638,2017-03-21,"transect"
-77.01406,0.9516,2018-02-26,"transect"
-77.02544,0.90383,2015-12-09,"transect"
-77.03183,0.90456,2012-03-30,"transect"
-77.00752,0.93887,2017-07-15,"transect"
-77.03105,0.9162,2015-05-10,"transect"
-77.015,0.90662,2015-12-21,"transect"
-77.0164,0.94978,2016-06-26,"transect"
-77.03947,0.93378,2015-05-16,"transect"
-77.06799,0.90614,2011-07-20,"transect"
-77.02341,0.93451,2020-03-03,"transect"
-77.00861,0.94663,2017-03-01,"transect"
-77.04461,0.92105,2014-08-03,"transect"
-77.01157,0.92335,2014-08-16,"transect"
-77.0496,0.92796,2011-01-24,"transect"
-77.02638,0.93693,2014-08-13,"transect"
-77.00393,0.95111,2013-08-22,"transect"
-77.04835,0.9145,2013-09-21,"transect"
-77.03651,0.93087,2012-01-07,"transect"
-77.03697,0.9122,2014-03-26,"transect"
